ID_cliente,cliente_vigente,genero,cliente>=65_anos,matrimonio,tiene_dependientes,#_meses_contrato,servicio_telefonico,suscripcion>1_linea,internet_internetservice,suscripcion_seguridad_linea,suscripcion_de_respaldo,suscripcion_proteccion,suscripcion_soporte,suscripcion_tv_cable,suscripcion_peliculas,tipo_contrato,factura_electronica,forma_pago,total_servicios_mes,total_pagado_cliente,Cuentas_Diarias
4043-mkdtv,0,Male,0,1,0,71,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.25,7291.75,243.05833333333334
4049-zpald,0,Female,0,1,0,64,1,0,Fiber optic,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),99.0,6375.8,212.52666666666667
4054-cumia,0,Female,0,1,1,18,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,401.95,13.398333333333333
4056-qhxhz,0,Female,0,1,1,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Mailed check,107.45,7576.7,252.55666666666667
4057-fkczk,0,Male,0,1,1,58,1,1,Fiber optic,0,0,0,0,1,0,Two year,0,Bank transfer (automatic),82.5,4828.05,160.935
4059-iiebk,0,Female,0,0,0,7,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),78.55,522.95,17.43166666666667
4060-ldnlu,0,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,96.2,639.7,21.323333333333334
4061-ukjwl,0,Male,0,0,0,3,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.45,141.7,4.723333333333333
4062-hbmos,0,Male,0,0,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.05,5364.8,178.82666666666668
4063-eiknq,0,Male,0,1,1,11,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.95,267.35,8.911666666666667
4065-jjava,0,Female,0,0,0,1,1,0,Dsl,0,1,0,0,0,0,Month-to-month,0,Electronic check,49.5,49.5,1.65
4067-hlyqi,0,Female,0,0,0,33,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.4,2406.1,80.20333333333333
4070-okwvh,0,Female,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Bank transfer (automatic),94.6,5025.8,167.52666666666667
4072-ipylt,0,Female,0,1,1,36,1,0,Dsl,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),51.05,1815.0,60.5
4074-sjffa,1,Female,0,0,0,1,1,0,Dsl,0,0,0,0,0,1,Month-to-month,1,Mailed check,54.75,54.75,1.825
4075-jfpgr,0,Female,0,1,0,51,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Electronic check,93.5,4619.55,153.985
4075-wkniu,0,Female,0,1,1,0,1,1,Dsl,0,1,1,1,1,0,Two year,0,Mailed check,73.35,,
4077-cromm,1,Female,0,1,1,31,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.2,3243.45,108.115
4077-hwuyd,0,Male,0,1,1,72,1,1,Dsl,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),87.55,6463.15,215.43833333333333
4078-sayyn,1,Female,0,0,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.75,1129.75,37.65833333333333
4079-ulgfr,0,Male,0,0,0,16,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,275.7,9.19
4079-vtglk,0,Male,1,1,0,30,1,1,Dsl,0,0,1,0,1,1,Two year,0,Electronic check,74.85,2181.75,72.725
4079-wwqqq,0,Male,0,0,0,72,0,0,Dsl,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.55,4807.45,160.24833333333333
4080-iiard,0,Female,0,1,0,13,1,1,Dsl,1,1,0,1,1,0,Month-to-month,1,Electronic check,76.2,981.45,32.715
4080-ogpjl,1,Female,0,0,0,8,1,1,Dsl,1,0,0,1,0,1,Month-to-month,0,Electronic check,71.15,563.65,18.788333333333334
4081-dyxav,1,Female,0,0,0,19,0,0,Dsl,0,0,0,0,1,1,One year,1,Credit card (automatic),44.85,893.55,29.785
4083-bfnyk,0,Female,1,1,0,38,1,1,Fiber optic,1,1,0,0,0,1,One year,0,Credit card (automatic),95.0,3591.25,119.70833333333333
4083-eugrj,1,Male,0,0,0,9,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,178.5,5.95
4086-atnfv,0,Female,0,1,1,34,1,0,Dsl,1,1,1,0,0,0,One year,1,Mailed check,60.8,2042.05,68.06833333333333
4086-witjg,0,Male,0,1,1,71,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1301.1,43.37
4086-yqsnz,1,Female,1,1,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.4,224.05,7.468333333333334
4088-yldsu,1,Male,0,1,0,55,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,104.15,5743.05,191.435
4090-kpjip,0,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,212.4,7.08
4091-tvocn,0,Male,0,0,1,48,1,1,Dsl,1,0,1,0,1,1,One year,1,Credit card (automatic),78.75,3682.45,122.74833333333332
4092-ofqzs,0,Male,0,1,0,20,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,417.5,13.916666666666666
4094-nsedu,1,Female,1,0,0,21,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.25,1973.75,65.79166666666667
4097-yodcf,0,Male,0,0,1,34,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,103.8,3470.8,115.69333333333334
4098-naukp,0,Male,1,1,1,68,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.65,5683.6,189.45333333333335
4102-hlenu,0,Female,0,1,0,67,1,1,Dsl,1,1,1,0,0,0,Two year,0,Mailed check,65.65,4322.85,144.095
4102-oqupx,1,Male,1,1,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,74.4,2.48
4104-pvrps,0,Male,0,1,0,24,1,0,Dsl,1,0,0,1,0,0,Month-to-month,0,Mailed check,53.6,1315.35,43.845
4106-hadhq,1,Male,0,1,1,39,1,0,Dsl,1,0,1,1,1,1,One year,0,Credit card (automatic),80.0,3182.95,106.09833333333333
4109-cyrbd,0,Male,1,1,0,29,1,1,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,51.6,1442.0,48.06666666666667
4110-pfeuz,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.55,69.55,2.3183333333333334
4111-bnxif,0,Female,0,1,1,67,0,0,Dsl,0,1,1,1,1,1,Two year,1,Electronic check,59.55,4103.9,136.79666666666665
4112-lueiz,1,Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,863.1,28.77
4114-qmkvn,0,Female,0,1,1,56,1,1,Dsl,1,1,0,0,0,1,One year,0,Bank transfer (automatic),68.75,3815.4,127.18
4115-bnpjy,0,Male,0,1,1,29,1,0,Dsl,0,0,1,1,1,1,Two year,0,Mailed check,75.55,2054.4,68.48
4115-nzrks,0,Female,1,0,0,7,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.15,574.35,19.145
4115-umjfq,0,Male,0,0,0,69,0,0,Dsl,0,1,1,0,0,0,One year,1,Bank transfer (automatic),35.75,2492.25,83.075
4116-iqrfr,0,Male,0,1,1,4,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.1,73.1,2.4366666666666665
4116-tzaqj,1,Female,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.25,639.65,21.321666666666665
4118-cevpf,0,Female,1,0,0,35,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),110.8,3836.3,127.87666666666668
4119-zypzy,0,Male,1,0,0,71,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,106.8,7623.2,254.10666666666665
4121-agsin,0,Female,0,1,1,58,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),24.5,1497.9,49.93
4123-dvhph,0,Male,0,1,0,9,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,88.05,801.3,26.709999999999997
4123-fcvcb,0,Female,0,0,0,12,1,1,Dsl,0,0,0,1,1,1,One year,1,Mailed check,75.85,854.45,28.48166666666667
4124-mmetb,1,Male,0,0,0,22,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),94.65,2104.55,70.15166666666667
4128-etesu,0,Female,1,1,0,47,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,99.7,4747.2,158.23999999999998
4129-lycoi,0,Female,0,0,1,67,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,104.0,7039.05,234.63500000000002
4130-mzlcc,0,Female,0,0,0,5,1,0,Dsl,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.55,244.75,8.158333333333333
4132-kalro,0,Female,0,0,0,4,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,100.85,399.25,13.308333333333334
4132-poczs,0,Male,0,1,0,52,0,0,Dsl,1,0,0,0,0,1,Month-to-month,1,Electronic check,39.9,2020.9,67.36333333333333
4134-bsxlx,0,Male,0,1,0,28,1,0,Dsl,1,1,0,1,0,0,Month-to-month,0,Mailed check,60.9,1785.65,59.52166666666667
4135-frwkj,0,Female,1,1,1,55,1,1,Dsl,1,0,1,1,1,0,One year,0,Electronic check,76.25,4154.55,138.485
4137-btikl,0,Male,0,0,0,2,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Mailed check,90.75,174.75,5.825
4137-jophl,0,Female,0,0,0,50,1,0,Fiber optic,0,0,1,1,0,1,Two year,1,Bank transfer (automatic),89.7,4304.5,143.48333333333332
4138-naxed,0,Male,0,0,0,51,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),81.0,4085.75,136.19166666666666
4139-detxs,0,Female,0,1,1,72,0,0,Dsl,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),64.45,4528.0,150.93333333333334
4139-jpiam,0,Male,0,0,0,51,0,0,Dsl,1,0,0,1,0,1,Month-to-month,1,Credit card (automatic),44.45,2181.55,72.71833333333333
4139-sugld,1,Male,0,1,1,31,0,0,Dsl,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),35.4,1077.5,35.916666666666664
4140-muhug,1,Female,1,0,0,3,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,86.85,220.95,7.364999999999999
4140-wjaww,1,Female,0,0,0,5,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,108.05,3.6016666666666666
4143-hhpmk,1,Male,0,0,0,52,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,85.35,4338.6,144.62
4143-oobwz,1,Male,0,1,0,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.3,416.3,13.876666666666667
4145-uqxuq,1,Female,1,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.1,729.95,24.331666666666667
4146-svfud,0,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.6,44.6,1.4866666666666668
4154-aqugt,1,Male,1,1,0,13,1,0,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),89.05,1169.35,38.97833333333333
4159-naaix,0,Female,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),97.45,6253.0,208.43333333333334
4160-amjtl,1,Female,1,0,0,8,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.65,164.3,5.4766666666666675
4163-hftuk,0,Male,0,0,0,51,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.1,1007.8,33.593333333333334
4163-kiuhy,0,Male,0,0,0,35,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.6,901.25,30.041666666666668
4163-ncjak,0,Female,0,1,0,46,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.45,1066.15,35.538333333333334
4174-lpgti,1,Female,0,1,1,41,1,0,Dsl,0,1,0,1,0,1,One year,1,Bank transfer (automatic),66.5,2728.6,90.95333333333333
4176-fxybo,0,Male,0,1,0,54,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Electronic check,109.55,6118.95,203.965
4176-reljr,0,Male,1,0,0,67,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.1,1672.15,55.73833333333334
4177-jpdfu,0,Male,0,0,0,12,0,0,Dsl,0,1,0,1,0,0,Month-to-month,0,Mailed check,34.0,442.45,14.748333333333333
4178-egmon,0,Male,0,1,0,70,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Credit card (automatic),88.0,5986.45,199.54833333333332
4182-bgsiq,0,Female,0,1,1,10,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.8,196.75,6.558333333333334
4183-myfrb,0,Female,0,0,0,21,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,90.05,1862.9,62.09666666666667
4183-wcsep,1,Male,0,0,0,31,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,78.45,2435.15,81.17166666666667
4184-tjfan,1,Female,1,1,1,3,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,1,Mailed check,88.3,273.75,9.125
4184-vodjz,0,Male,0,1,1,63,1,1,Fiber optic,0,1,0,0,0,1,One year,1,Electronic check,91.35,5764.7,192.15666666666667
4186-zbuew,0,Female,0,0,0,36,1,1,Dsl,0,1,0,1,0,1,One year,1,Mailed check,70.7,2511.95,83.73166666666665
4187-cinzd,1,Female,1,0,0,46,1,0,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),95.25,4424.2,147.47333333333333
4188-frabg,0,Male,0,1,0,57,1,1,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Electronic check,103.05,5925.75,197.525
4188-pcpig,0,Female,0,1,0,57,1,0,Dsl,1,1,0,1,1,0,Two year,1,Credit card (automatic),70.35,4124.65,137.48833333333332
4189-nakjs,0,Male,0,0,0,26,1,1,Dsl,0,0,0,0,0,0,One year,1,Credit card (automatic),51.55,1295.4,43.18
4190-mfluw,1,Female,0,1,1,10,1,0,Dsl,0,0,1,1,0,0,Month-to-month,0,Credit card (automatic),55.2,528.35,17.611666666666668
4191-xovom,0,Male,0,0,0,63,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,105.4,6713.2,223.77333333333334
4192-gorjt,1,Male,0,1,0,5,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.45,498.1,16.603333333333335
4193-ibksw,0,Male,0,1,1,72,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.75,1769.6,58.986666666666665
4193-orfcl,1,Female,1,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.1,45.1,1.5033333333333334
4194-fjarj,0,Female,0,1,1,54,1,1,Dsl,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),60.0,3273.95,109.13166666666666
4194-whfcb,0,Female,0,1,1,59,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),96.65,5580.8,186.02666666666667
4195-nzgta,0,Female,0,0,0,1,0,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,0.8416666666666667
4195-pngzs,0,Male,0,1,1,69,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1718.2,57.27333333333333
4195-smmnx,1,Male,0,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,33.2,1.1066666666666667
4198-vfoea,0,Female,0,0,0,12,0,0,Dsl,1,0,0,1,0,0,One year,1,Mailed check,33.6,435.45,14.514999999999999
4199-qhjnm,0,Male,1,1,0,67,1,1,Fiber optic,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),102.9,6989.7,232.98999999999998
4201-jmngr,1,Female,1,0,0,1,1,0,Dsl,1,0,1,0,0,0,Month-to-month,1,Electronic check,55.8,55.8,1.8599999999999999
4203-qgnza,0,Female,0,0,1,28,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,535.35,17.845000000000002
4208-uffgw,1,Male,1,0,0,2,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.95,85.15,2.8383333333333334
4210-qfjmf,1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.15,317.25,10.575
4211-mmazn,1,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,20.25,0.675
4213-hkbjo,0,Female,0,0,0,33,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.7,826.1,27.53666666666667
4220-tinqt,0,Female,0,1,0,61,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,106.35,6751.35,225.04500000000002
4223-bkeor,0,Female,0,0,1,21,1,0,Dsl,1,0,1,0,0,1,One year,0,Mailed check,64.85,1336.8,44.559999999999995
4223-wozcm,0,Male,1,0,0,2,1,0,Dsl,0,0,1,0,0,0,Month-to-month,0,Mailed check,49.95,107.1,3.57
4226-kkdon,0,Male,0,0,0,8,1,0,Dsl,0,1,0,1,1,0,Month-to-month,1,Electronic check,66.65,520.95,17.365000000000002
4227-ojhal,0,Female,0,1,1,68,1,1,Dsl,1,1,1,0,1,0,One year,1,Credit card (automatic),73.0,5163.0,172.1
4228-zgyuw,1,Male,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,90.05,368.1,12.270000000000001
4229-czmll,1,Male,0,0,0,6,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,469.8,15.66
4231-lzuym,0,Female,0,1,0,72,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.65,1887.0,62.9
4232-jgkiy,0,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.2,19.2,0.64
4234-xtnea,0,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,174.45,5.8149999999999995
4236-ujpwo,0,Female,0,0,0,2,0,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.5,46.4,1.5466666666666666
4236-xpxav,1,Female,0,1,1,5,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Mailed check,99.15,465.05,15.501666666666667
4237-clsmm,0,Male,0,1,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,38.0,1.2666666666666666
4237-rlaqd,1,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.85,45.85,1.5283333333333333
4238-hfhsn,0,Male,1,1,0,61,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82.15,4904.85,163.495
4238-jsswh,0,Female,1,1,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),102.05,3452.55,115.08500000000001
4248-hcetz,1,Male,1,1,0,30,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Mailed check,79.65,2365.15,78.83833333333334
4248-qpavc,1,Female,1,1,0,17,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),85.35,1463.45,48.781666666666666
4250-fdvou,1,Female,0,0,0,6,1,0,Dsl,1,1,0,0,0,0,Month-to-month,0,Electronic check,56.25,389.1,12.97
4250-waroz,0,Male,1,1,1,60,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,93.25,5774.55,192.485
4250-zbwlv,1,Male,0,0,0,68,1,1,Fiber optic,0,1,1,1,1,1,One year,0,Electronic check,108.45,7176.55,239.21833333333333
4254-qpede,0,Female,0,1,0,52,0,0,Dsl,1,1,1,1,1,1,Two year,0,Credit card (automatic),66.25,3330.1,111.00333333333333
4255-dduou,1,Female,0,1,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.5,20.5,0.6833333333333333
4256-zwtzi,0,Female,0,0,1,5,1,0,Dsl,0,0,0,1,0,0,Month-to-month,1,Mailed check,51.0,286.8,9.56
4257-gaesd,0,Female,0,0,0,6,0,0,Dsl,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),45.0,298.7,9.956666666666667
4273-mbhya,0,Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,89.35,2.978333333333333
4274-drsqt,0,Female,0,0,0,66,1,1,Fiber optic,0,1,0,0,1,0,One year,1,Bank transfer (automatic),88.9,6000.1,200.00333333333336
4274-owwyo,1,Male,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.35,74.35,2.478333333333333
4277-bwbml,0,Male,0,1,1,72,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.95,1322.85,44.095
4277-pvran,1,Female,0,0,0,8,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),80.1,679.3,22.64333333333333
4277-udief,0,Male,0,1,1,24,1,1,Dsl,1,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),81.0,1923.85,64.12833333333333
4280-dlshd,0,Male,0,1,0,8,1,0,Dsl,0,1,1,0,0,0,Month-to-month,1,Mailed check,54.75,445.85,14.861666666666668
4282-acrxs,0,Male,1,1,0,38,0,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.85,955.75,31.858333333333334
4282-msacw,0,Male,0,0,0,68,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Credit card (automatic),117.2,8035.95,267.865
4282-ymkna,1,Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.75,706.6,23.553333333333335
4283-futgf,1,Male,1,0,0,19,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,79.85,1471.75,49.05833333333333
4283-ivyci,0,Male,0,0,0,9,1,0,Dsl,1,0,0,1,0,1,Month-to-month,0,Mailed check,64.95,547.8,18.259999999999998
4285-gyrqc,1,Female,0,1,0,7,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,86.25,587.1,19.57
4289-dtdkw,1,Male,0,1,0,40,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.3,4113.1,137.10333333333335
4290-bsxux,1,Male,0,1,0,3,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),79.65,251.75,8.391666666666667
4291-hpaxl,0,Male,0,0,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,19.85,0.6616666666666667
4291-hyebc,0,Female,1,1,1,28,0,0,Dsl,0,1,0,0,0,1,One year,1,Electronic check,39.1,1096.6,36.55333333333333
4291-shsbh,0,Male,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,521.35,17.378333333333334
